fund,company,domain,hq,sector,stage,source_url
MMC,Somo,,,,Exited 2022,https://mmc.vc/portfolio
MMC,Utopia,,,Consumer & product,Exited 2022,https://mmc.vc/portfolio
MMC,WatchKeeper,,,Enterprise AI,Exited 2021,https://mmc.vc/portfolio
MMC,Wool and the Gang,,,Consumer & product,Exited 2016,https://mmc.vc/portfolio
MMC,Kerno,,,Enterprise Software,Exited 2023,https://mmc.vc/portfolio
Eight Roads,ABK Biomedical,abkbiomedical.com,,Med Tech,Active,https://eightroads.com/en/companies
Eight Roads,Absolutdata,absolutdata.com,,Enterprise,Exited,https://eightroads.com/en/companies
Eight Roads,AdaGene,adagene.com,,Pharma & Therapeutics,Public,https://eightroads.com/en/companies
Eight Roads,Adaptimmune,adaptimmune.com,,Pharma & Therapeutics,Active,https://eightroads.com/en/companies
Eight Roads,AdCentRx,adcentrx.com,,Pharma & Therapeutics,Active,https://eightroads.com/en/companies
Eight Roads,Affinia Therapeutics,affiniatx.com,,Pharma & Therapeutics,Active,https://eightroads.com/en/companies
Eight Roads,Akulaku,akulaku.com,Indonesia,Fintech,Active,https://eightroads.com/en/companies
Eight Roads,Alibaba,,China,Consumer,Active,https://eightroads.com/en/companies
Eight Roads,AlphaGenTx,alphagentx.com,,Pharma & Therapeutics,Active,https://eightroads.com/en/companies
Eight Roads,Amenitiz,amenitiz.com,,Enterprise,Active,https://eightroads.com/en/companies
Eight Roads,Aperza,aperza.co.jp,Japan,Enterprise,Exited,https://eightroads.com/en/companies
Eight Roads,AppsFlyer,,,Enterprise,Active,https://eightroads.com/en/companies
Eight Roads,Arbor Ventures,arborventures.com,,Fintech,Exited,https://eightroads.com/en/companies
Eight Roads,Arem Medical,,China,Healthcare Services,Acquired,https://eightroads.com/en/companies
Eight Roads,ArQule RNA,prhk.ltd,,Pharma & Therapeutics,Active,https://eightroads.com/en/companies
Eight Roads,Ashish Life Science,ashishlifescience.com,,Pharma & Therapeutics,Active,https://eightroads.com/en/companies
Eight Roads,Asian Dialysis,,Asia,Healthcare Services,Active,https://eightroads.com/en/companies
Eight Roads,Asobica,asobica.co.jp,Japan,Consumer,Active,https://eightroads.com/en/companies
Eight Roads,AssetPlus,assetplus.in,India,Fintech,Active,https://eightroads.com/en/companies
Eight Roads,Aten,,,Enterprise,Exited,https://eightroads.com/en/companies
Eight Roads,AvenCell,avencell.com,,Pharma & Therapeutics,Active,https://eightroads.com/en/companies
Eight Roads,AZIT,azit.co.jp,Japan,Consumer,Exited,https://eightroads.com/en/companies
Eight Roads,Baiyang Orthopedic,hzyhgkyy.com,China,Healthcare Services,Active,https://eightroads.com/en/companies
Eight Roads,BankBazaar,bankbazaar.com,India,Fintech,Active,https://eightroads.com/en/companies
Eight Roads,Beads Hospice,beads-hospice.jp,Japan,Healthcare Services,Active,https://eightroads.com/en/companies
Eight Roads,Beam Therapeutics,beamtx.com,,Pharma & Therapeutics,Exited,https://eightroads.com/en/companies
Eight Roads,BeiJing ENT Hospital,goblm.com.cn,China,Healthcare Services,Active,https://eightroads.com/en/companies
Eight Roads,Bhanzu,bhanzu.com,,Consumer,Active,https://eightroads.com/en/companies
Eight Roads,Bicara Therapeutics,bicara.com,,Pharma & Therapeutics,Public,https://eightroads.com/en/companies
Eight Roads,Binfinity,binfinity.io,,Fintech,Active,https://eightroads.com/en/companies
Eight Roads,BioDot Genomics,,,Healthcare IT,Active,https://eightroads.com/en/companies
Eight Roads,BioPalette,biopalette.co.jp,Japan,Pharma & Therapeutics,Exited,https://eightroads.com/en/companies
Eight Roads,BioRegenMed,bioregenmed.com,,Med Tech,Active,https://eightroads.com/en/companies
Eight Roads,Bliss Club,blissclub.com,India,Consumer Health,Active,https://eightroads.com/en/companies
Eight Roads,B1 Medical,b1.co,,Med Tech,Active,https://eightroads.com/en/companies
Eight Roads,Canoe Intelligence,canoeintelligence.com,Europe & Israel,Fintech,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,Castor EDC,castoredc.com,Europe & Israel,Healthcare IT,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,Compte-Nickel,compte-nickel.fr,Europe & Israel,Fintech,Exited,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,Crossbeam,crossbeam.com,Europe & Israel,Enterprise,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,Curam,,Europe & Israel,Enterprise,Exited,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,Data Unidos,du.co,Europe & Israel,Enterprise,Exited,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,Easol,easol.com,Europe & Israel,Consumer,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,Eleos Health,eleos.health,Europe & Israel,Healthcare IT,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,Eon,eon.io,Europe & Israel,Enterprise,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,Fever,feverup.com,Europe & Israel,Consumer,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,Fireblocks,fireblocks.com,Europe & Israel,Fintech,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,Funnel.io,funnel.io,Europe & Israel,Enterprise,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,Fuse Universal,fuseuniversal.com,Europe & Israel,Enterprise,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,Gloat,gloat.com,Europe & Israel,Enterprise,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,GoodData,gooddata.com,Europe & Israel,Enterprise,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,Hero Software,hero-software.de,Europe & Israel,Enterprise,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,HiBob,hibob.com,Europe & Israel,Enterprise,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,InnoGames,,Europe & Israel,Consumer,Exited,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,Interactio,interactio.io,Europe & Israel,Enterprise,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,Juro,juro.com,Europe & Israel,Enterprise,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,Kaiko,kaiko.com,Europe & Israel,Fintech,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,La Fourche,lafourche.fr,Europe & Israel,Consumer,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,LeoCare,leocare.eu,Europe & Israel,Fintech,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,Lighthouse,mylighthouse.com,Europe & Israel,Enterprise,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,Mention Me,mention-me.com,Europe & Israel,Enterprise,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,More2,more2.com,Europe & Israel,Enterprise,Exited,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,Neo4j,neo4j.com,Europe & Israel,Enterprise,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,OCD Online Treatment,treatmyocd.com,Europe & Israel,Healthcare IT,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,Not on the High Street,notonthehighstreet.com,Europe & Israel,Consumer,Exited,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,Odaseva,odaseva.com,Europe & Israel,Enterprise,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,Otrium,otrium.com,Europe & Israel,Consumer,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,Oviva,oviva.com,Europe & Israel,Healthcare Services,Active,https://eightroads.com/en/companies?team=europe-israel
Eight Roads,Owkin,owkin.com,Europe & Israel,Healthcare IT,Active,https://eightroads.com/en/companies?team=europe-israel
Dawn Capital,Ably,,,AI UX / realtime,Current,https://www.dawncapital.com/companies
Dawn Capital,Access Fintech,,,Capital markets data,Current,https://www.dawncapital.com/companies
Dawn Capital,Billie,,,B2B finance,Current,https://www.dawncapital.com/companies
Dawn Capital,Blackwall,,,Web security,Current,https://www.dawncapital.com/companies
Dawn Capital,Bondaval,,,B2B financial risk,Current,https://www.dawncapital.com/companies
Dawn Capital,Brite Payments,,,Instant payments,Current,https://www.dawncapital.com/companies
Dawn Capital,BRYTER,,,Legal AI,Current,https://www.dawncapital.com/companies
Dawn Capital,Collibra,,,Data intelligence,Current,https://www.dawncapital.com/companies
Dawn Capital,Copper,,,Digital assets,Current,https://www.dawncapital.com/companies
Dawn Capital,Cortea,,,Agentic audit,Current,https://www.dawncapital.com/companies
Dawn Capital,Cover Genius,,,Embedded insurance,Current,https://www.dawncapital.com/companies
Dawn Capital,C Two,,,Agentic management,Current,https://www.dawncapital.com/companies
Dawn Capital,Dataiku,,,AI platform,Current,https://www.dawncapital.com/companies
Dawn Capital,deepdots,,,Customer feedback AI,Current,https://www.dawncapital.com/companies
Dawn Capital,Doubleword,,,AI inference,Current,https://www.dawncapital.com/companies
Dawn Capital,Eigen Technologies,,,Enterprise automation,Exited,https://www.dawncapital.com/companies
Dawn Capital,Elwood,,,Digital asset platform,Current,https://www.dawncapital.com/companies
Dawn Capital,Firebolt,,,Analytical database,Current,https://www.dawncapital.com/companies
Dawn Capital,Flatpay,,,Merchant payments,Current,https://www.dawncapital.com/companies
Dawn Capital,FlowX.AI,,,AI agents regulated industries,Current,https://www.dawncapital.com/companies
Dawn Capital,Fonoa,,,Indirect tax AI,Current,https://www.dawncapital.com/companies
Dawn Capital,Garrison,,,Web isolation security,Exited,https://www.dawncapital.com/companies
Dawn Capital,Gelato,,,On-demand print,Current,https://www.dawncapital.com/companies
Dawn Capital,Granulate,,,AI optimization,Exited,https://www.dawncapital.com/companies
Dawn Capital,Harbr,,,Data sharing,Current,https://www.dawncapital.com/companies
Dawn Capital,Hoxhunt,,,Cybersecurity,Current,https://www.dawncapital.com/companies
Dawn Capital,inforcer,,,Microsoft 365 tooling,Current,https://www.dawncapital.com/companies
Dawn Capital,iZettle,,,Payments,Exited,https://www.dawncapital.com/companies
Dawn Capital,Kraaft,,,Construction super-app,Current,https://www.dawncapital.com/companies
Dawn Capital,LeadDesk,,,Contact centre software,Exited,https://www.dawncapital.com/companies
Dawn Capital,LeanIX,,,Enterprise architecture,Exited,https://www.dawncapital.com/companies
Dawn Capital,Lokalise,,,Localisation,Current,https://www.dawncapital.com/companies
Dawn Capital,Minute Media,,,Digital sports media,Current,https://www.dawncapital.com/companies
Dawn Capital,Mimecast,,,Email security,Exited,https://www.dawncapital.com/companies
Dawn Capital,Oneleet,,,Security compliance,Current,https://www.dawncapital.com/companies
Dawn Capital,Omi,,,Digital twins,Current,https://www.dawncapital.com/companies
Dawn Capital,Onum,,,Real-time data,Exited,https://www.dawncapital.com/companies
Dawn Capital,OpenGamma,,,Derivatives analytics,Exited,https://www.dawncapital.com/companies
Dawn Capital,Orbio AI,,,AI workforce,Current,https://www.dawncapital.com/companies
Dawn Capital,Neo4j,,,Graph database,Exited,https://www.dawncapital.com/companies
Dawn Capital,Runware,,,AI API,Current,https://www.dawncapital.com/companies
Dawn Capital,Qogita,,,B2B wholesale,Current,https://www.dawncapital.com/companies
Dawn Capital,Quantexa,,,Decision intelligence,Current,https://www.dawncapital.com/companies
Dawn Capital,Quantilope,,,Consumer insights,Current,https://www.dawncapital.com/companies
Dawn Capital,Shoreline,,,Cloud operations,Exited,https://www.dawncapital.com/companies
Dawn Capital,Showpad,,,Sales enablement,Exited,https://www.dawncapital.com/companies
Dawn Capital,Soldo,,,Spend management,Current,https://www.dawncapital.com/companies
Dawn Capital,Templafy,,,Content enablement,Current,https://www.dawncapital.com/companies
Dawn Capital,Tink,,,Open banking,Exited,https://www.dawncapital.com/companies
Hoxton Ventures,Adazza,,,,Dissolved,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Airscape,,,,Insolvent,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Algomi,,,,Acquired,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Assetario,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Avantia Law,,,,Acquired,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Babylon Health,,,,IPO,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Baseimmune,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,bd4travel,,,,Acquired,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Behavox,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Beyond Risk,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Biocortex,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Biotx,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Boost Security,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Bother,,,,Administration,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Campanja,,,,Acquired,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,CCX Pharma,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Cogna,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,CuspAI,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Darktrace,,,,"IPO, Acquired",https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Deblock,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Deliveroo,,,,"IPO, Acquired",https://www.hoxtonventures.com/portfolio
Hoxton Ventures,DruidAI,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Ephla Bio,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Eterna Regeneratives,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Everbloom,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Fabrica,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,FabricNano,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Finesse,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Finster,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Flair Impact,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Fluent,,,,Shut down,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Formance,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Fy!,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Giraffe360,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Global Food Ventures,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Graphext Labs,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Hifi,,,,Tokenized,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Immunio,,,,Acquired,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Inflow,,,,Acquired,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Inoviv,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Juno,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Karakuri,,,,Administration,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Kbox Global,,,,Administration,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Kheiron Medical,,,,Acquired,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Kitt,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Limbo,,,,Insolvent,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Loona,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Loveshark,,,,Dissolved,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Machenta,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Malted AI,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Marianas,,,,Acquired,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Mavrx,,,,Acquihired,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Milvus Advanced,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Mubit,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Multiomic Health,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,NoMagic,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Ochre Bio,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Optimoroute,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Ordercast,,,,Shut down,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Otera,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Pact,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Panacea,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Panakeia,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Pave Financial,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Pear Bio,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Pentabind,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Peptone,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Phagos,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Pillsorted,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Prefrontal,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Preply,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,QuantrolOx,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Raptor Supplies,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Really Clever,,,,Acquired,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Rensair,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Replai,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Replan,,,,Shut down,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Roli,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Skin Analytics,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Smartline,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Soc.Os,,,,Acquired,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Spacelift,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,SuperAwesome,,,,Acquired,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Tizaro,,,,Administration,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,TourRadar,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Universal Quantum,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Valink Therapeutics,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Vatic,,,,Administration,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Verb,,,,Divested,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Vidya Health,,,,Administration,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Vitesse,,,,Divested,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Wanted,,,,Acquired,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,XYZ Reality,,,,Active,https://www.hoxtonventures.com/portfolio
Hoxton Ventures,Yieldify,,,,Acquired,https://www.hoxtonventures.com/portfolio
Anthemis,Acre Homes,,,,,https://www.anthemis.com/portfolio
Anthemis,AcreTrader,,,,,https://www.anthemis.com/portfolio
Anthemis,Addition Wealth,,,Wealth & Asset Management,,https://www.anthemis.com/portfolio
Anthemis,AgentSync,,,,,https://www.anthemis.com/portfolio
Anthemis,Agreena,,,ClimateTech,,https://www.anthemis.com/portfolio
Anthemis,Alaffia Health,,,,,https://www.anthemis.com/portfolio
Anthemis,Allocate,,,,,https://www.anthemis.com/portfolio
Anthemis,alt.bank,,,Retail Banking & Consumer Finance,,https://www.anthemis.com/portfolio
Anthemis,Amplify,,,,,https://www.anthemis.com/portfolio
Anthemis,Another,,,,,https://www.anthemis.com/portfolio
Anthemis,Apis Partners,,,,,https://www.anthemis.com/portfolio
Anthemis,Apollo Agriculture,,,,,https://www.anthemis.com/portfolio
Anthemis,Arkham,,,,,https://www.anthemis.com/portfolio
Anthemis,Artian,,,,,https://www.anthemis.com/portfolio
Anthemis,Artivest,,,Wealth & Asset Management,,https://www.anthemis.com/portfolio
Anthemis,Atom Bank,,,Retail Banking & Consumer Finance,,https://www.anthemis.com/portfolio
Anthemis,Atomic,,,,,https://www.anthemis.com/portfolio
Anthemis,Automatic,,,,,https://www.anthemis.com/portfolio
Anthemis,Balance Re,,,Insurance & Risk Management,,https://www.anthemis.com/portfolio
Anthemis,Bento,,,,,https://www.anthemis.com/portfolio
Anthemis,Betterment,,,Wealth & Asset Management,,https://www.anthemis.com/portfolio
Anthemis,BigchainDB,,,,,https://www.anthemis.com/portfolio
Anthemis,Blueleaf,,,,,https://www.anthemis.com/portfolio
Anthemis,Branch,,,Retail Banking & Consumer Finance,,https://www.anthemis.com/portfolio
Anthemis,Brandwatch,,,,,https://www.anthemis.com/portfolio
Anthemis,Burbank,,,,,https://www.anthemis.com/portfolio
Anthemis,Cable,,,,,https://www.anthemis.com/portfolio
Anthemis,Cariqa,,,Insurance & Risk Management,,https://www.anthemis.com/portfolio
Anthemis,Carta,,,,,https://www.anthemis.com/portfolio
Anthemis,Cledara,,,,,https://www.anthemis.com/portfolio
Anthemis,Clutch Wallet,,,,,https://www.anthemis.com/portfolio
Anthemis,Cowbell Cyber,,,Insurance & Risk Management,,https://www.anthemis.com/portfolio
Anthemis,Currencycloud,,,Payments,,https://www.anthemis.com/portfolio
Anthemis,datainsurance,,,,,https://www.anthemis.com/portfolio
Anthemis,Denim,,,,,https://www.anthemis.com/portfolio
Anthemis,Diagon,,,,,https://www.anthemis.com/portfolio
Anthemis,District Cover,,,Insurance & Risk Management,,https://www.anthemis.com/portfolio
Anthemis,EasyHealth,,,,,https://www.anthemis.com/portfolio
Anthemis,Eigen Technologies,,,,,https://www.anthemis.com/portfolio
Anthemis,Ejara,,,,,https://www.anthemis.com/portfolio
Anthemis,Elevate,,,,,https://www.anthemis.com/portfolio
Anthemis,Ember,,,,,https://www.anthemis.com/portfolio
Anthemis,ergo,,,,,https://www.anthemis.com/portfolio
Anthemis,eToro,,,Capital Markets & Trading,,https://www.anthemis.com/portfolio
Anthemis,Feel Therapeutics,,,,,https://www.anthemis.com/portfolio
Anthemis,Fidor Bank,,,Retail Banking & Consumer Finance,,https://www.anthemis.com/portfolio
Anthemis,Fifth Dimension AI,,,,,https://www.anthemis.com/portfolio
Anthemis,Flat,,,,,https://www.anthemis.com/portfolio
Anthemis,Flo,,,,,https://www.anthemis.com/portfolio
Anthemis,Flock,,,,,https://www.anthemis.com/portfolio
Anthemis,Fluidly,,,,,https://www.anthemis.com/portfolio
Anthemis,Flyby Robotics,,,,,https://www.anthemis.com/portfolio
Anthemis,Gangkhar,,,,,https://www.anthemis.com/portfolio
Anthemis,Goin,,,,,https://www.anthemis.com/portfolio
Anthemis,Goji,,,,,https://www.anthemis.com/portfolio
Anthemis,Greenspark,,,ClimateTech,,https://www.anthemis.com/portfolio
Anthemis,Grover,,,E-commerce / Circular Economy,,https://www.anthemis.com/portfolio
Anthemis,GuruHotel,,,,,https://www.anthemis.com/portfolio
Anthemis,Habitto,,,,,https://www.anthemis.com/portfolio
Anthemis,HappyMoney,,,,,https://www.anthemis.com/portfolio
Anthemis,HappyPal,,,,,https://www.anthemis.com/portfolio
Anthemis,Hedvig,,,Insurance & Risk Management,,https://www.anthemis.com/portfolio
Anthemis,Hokodo,,,,,https://www.anthemis.com/portfolio
Anthemis,Hometree,,,,,https://www.anthemis.com/portfolio
Anthemis,Hoptroff,,,,,https://www.anthemis.com/portfolio
Anthemis,HubiFi,,,,,https://www.anthemis.com/portfolio
Anthemis,Humanising Autonomy,,,,,https://www.anthemis.com/portfolio
Anthemis,Hurdle,,,,,https://www.anthemis.com/portfolio
Anthemis,Imandra,,,,,https://www.anthemis.com/portfolio
Anthemis,Insurdata,,,Insurance & Risk Management,,https://www.anthemis.com/portfolio
Anthemis,Intellilake,,,,,https://www.anthemis.com/portfolio
Anthemis,Ivella,,,,,https://www.anthemis.com/portfolio
Anthemis,iWarranty,,,,,https://www.anthemis.com/portfolio
Anthemis,JUMO,,,,,https://www.anthemis.com/portfolio
Anthemis,Kaiko,,,Capital Markets & Trading,,https://www.anthemis.com/portfolio
Anthemis,Kasheesh,,,,,https://www.anthemis.com/portfolio
Anthemis,Kettle,,,Payments,,https://www.anthemis.com/portfolio
Anthemis,Koffie Financial,,,,,https://www.anthemis.com/portfolio
Anthemis,kWh Analytics,,,ClimateTech,,https://www.anthemis.com/portfolio
Anthemis,Kyte,,,,,https://www.anthemis.com/portfolio
Anthemis,Liquidly,,,,,https://www.anthemis.com/portfolio
Anthemis,LiquidTrust,,,,,https://www.anthemis.com/portfolio
Anthemis,LocoNav,,,,,https://www.anthemis.com/portfolio
Anthemis,Matic,,,,,https://www.anthemis.com/portfolio
Anthemis,Maxwell,,,,,https://www.anthemis.com/portfolio
Anthemis,Meniga,,,,,https://www.anthemis.com/portfolio
Anthemis,Mesh,,,,,https://www.anthemis.com/portfolio
Anthemis,Messari,,,Capital Markets & Trading,,https://www.anthemis.com/portfolio
Anthemis,Metamarkets,,,,,https://www.anthemis.com/portfolio
Anthemis,Monese,,,Payments,,https://www.anthemis.com/portfolio
Anthemis,Moven,,,,,https://www.anthemis.com/portfolio
Anthemis,Mporium,,,,,https://www.anthemis.com/portfolio
Anthemis,Neptune Networks,,,,,https://www.anthemis.com/portfolio
Anthemis,Nivelo,,,,,https://www.anthemis.com/portfolio
Anthemis,Novoic,,,,,https://www.anthemis.com/portfolio
Anthemis,Numan,,,,,https://www.anthemis.com/portfolio
Anthemis,Ohalo,,,,,https://www.anthemis.com/portfolio
Anthemis,Omni:us,,,,,https://www.anthemis.com/portfolio
Anthemis,OnSiteIQ,,,,,https://www.anthemis.com/portfolio
Anthemis,Opply,,,,,https://www.anthemis.com/portfolio
Anthemis,OTT Risk,,,Insurance & Risk Management,,https://www.anthemis.com/portfolio
Anthemis,Pack Digital,,,,,https://www.anthemis.com/portfolio
Anthemis,Pile,,,,,https://www.anthemis.com/portfolio
Anthemis,Pipe,,,,,https://www.anthemis.com/portfolio
Anthemis,Plus Simple,,,,,https://www.anthemis.com/portfolio
Anthemis,Plush,,,,,https://www.anthemis.com/portfolio
Anthemis,Poppins Health,,,,,https://www.anthemis.com/portfolio
Anthemis,Poppy,,,,,https://www.anthemis.com/portfolio
Anthemis,Power (Data,,,,,https://www.anthemis.com/portfolio
Anthemis,Tech And Infrastructure),,,,,https://www.anthemis.com/portfolio
Anthemis,Premise,,,,,https://www.anthemis.com/portfolio
Anthemis,Project Admission,,,,,https://www.anthemis.com/portfolio
Anthemis,Proportunity,,,,,https://www.anthemis.com/portfolio
Anthemis,Provable,,,,,https://www.anthemis.com/portfolio
Anthemis,Qover,,,Insurance & Risk Management,,https://www.anthemis.com/portfolio
Anthemis,Raincoat,,,,,https://www.anthemis.com/portfolio
Anthemis,Rally Rd.,,,,,https://www.anthemis.com/portfolio
Anthemis,Reactiv,,,,,https://www.anthemis.com/portfolio
Anthemis,REalyse,,,,,https://www.anthemis.com/portfolio
Anthemis,Reload,,,,,https://www.anthemis.com/portfolio
Anthemis,Reserv,,,,,https://www.anthemis.com/portfolio
Anthemis,Rize,,,,,https://www.anthemis.com/portfolio
Anthemis,Seedcamp,,,,,https://www.anthemis.com/portfolio
Anthemis,Seen,,,,,https://www.anthemis.com/portfolio
